_id,code,name
068eb6a7-fd1d-431c-aca3-78b2f8bab724,TCD,Республика Чад
068eb6a7-fd1d-431c-aca3-78b2f8bab725,AUT,Австрийская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab726,COM,Союз Коморы
068eb6a7-fd1d-431c-aca3-78b2f8bab727,GAB,Габонская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab728,PSE,Государство Палестина
068eb6a7-fd1d-431c-aca3-78b2f8bab729,GLP,Гваделупа
068eb6a7-fd1d-431c-aca3-78b2f8bab730,IRN,Исламская Республика Иран
068eb6a7-fd1d-431c-aca3-78b2f8bab731,HND,Республика Гондурас
068eb6a7-fd1d-431c-aca3-78b2f8bab732,JPN,Япония
068eb6a7-fd1d-431c-aca3-78b2f8bab733,IRL,Ирландия
068eb6a7-fd1d-431c-aca3-78b2f8bab734,KEN,Республика Кения
068eb6a7-fd1d-431c-aca3-78b2f8bab735,KGZ,Киргизская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab736,MLT,Республика Мальта
068eb6a7-fd1d-431c-aca3-78b2f8bab737,MOZ,Республика Мозамбик
068eb6a7-fd1d-431c-aca3-78b2f8bab738,NCL,Новая Каледония
068eb6a7-fd1d-431c-aca3-78b2f8bab739,ABW,Аруба
068eb6a7-fd1d-431c-aca3-78b2f8bab740,SVK,Словацкая Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab741,SWZ,Королевство Свазиленд
068eb6a7-fd1d-431c-aca3-78b2f8bab742,TZA,Объединенная Республика Танзания
068eb6a7-fd1d-431c-aca3-78b2f8bab743,WLF,Уоллис И Футуна
068eb6a7-fd1d-431c-aca3-78b2f8bab744,SGP,Республика Сингапур
068eb6a7-fd1d-431c-aca3-78b2f8bab745,VNM,Социалистическая Республика Вьетнам
068eb6a7-fd1d-431c-aca3-78b2f8bab746,SVN,Республика Словения
068eb6a7-fd1d-431c-aca3-78b2f8bab747,SOM,Федеративная Республика Сомали
068eb6a7-fd1d-431c-aca3-78b2f8bab748,ZAF,Южно-африканская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab749,ZWE,Республика Зимбабве
068eb6a7-fd1d-431c-aca3-78b2f8bab750,ESP,Королевство Испания
068eb6a7-fd1d-431c-aca3-78b2f8bab751,SSD,Республика Южный Судан
068eb6a7-fd1d-431c-aca3-78b2f8bab752,SDN,Республика Судан
068eb6a7-fd1d-431c-aca3-78b2f8bab753,ESH,Западная Сахара
068eb6a7-fd1d-431c-aca3-78b2f8bab754,SJM,Шпицберген И Ян Майен
068eb6a7-fd1d-431c-aca3-78b2f8bab755,SUR,Республика Суринам
068eb6a7-fd1d-431c-aca3-78b2f8bab756,CHE,Швейцарская Конфедерация
068eb6a7-fd1d-431c-aca3-78b2f8bab757,SWE,Королевство Швеция
068eb6a7-fd1d-431c-aca3-78b2f8bab758,SYR,Сирийская Арабская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab759,TJK,Республика Таджикистан
068eb6a7-fd1d-431c-aca3-78b2f8bab760,THA,Королевство Таиланд
068eb6a7-fd1d-431c-aca3-78b2f8bab761,TGO,Тоголезская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab762,TKL,Токелау
068eb6a7-fd1d-431c-aca3-78b2f8bab763,TON,Королевство Тонга
068eb6a7-fd1d-431c-aca3-78b2f8bab764,TTO,Республика Тринидад И Тобаго
068eb6a7-fd1d-431c-aca3-78b2f8bab765,ARE,Объединенные Арабские Эмираты
068eb6a7-fd1d-431c-aca3-78b2f8bab766,TUN,Тунисская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab767,TUR,Турецкая Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab768,TKM,Туркменистан
068eb6a7-fd1d-431c-aca3-78b2f8bab769,TCA,Острова Теркс И Кайкос
068eb6a7-fd1d-431c-aca3-78b2f8bab770,UGA,Республика Уганда
068eb6a7-fd1d-431c-aca3-78b2f8bab771,TUV,Тувалу
068eb6a7-fd1d-431c-aca3-78b2f8bab772,UKR,Украина
068eb6a7-fd1d-431c-aca3-78b2f8bab773,MKD,Республика Македония
068eb6a7-fd1d-431c-aca3-78b2f8bab774,GBR,Соединенное Королевство Великобритании И Северной Ирландии
068eb6a7-fd1d-431c-aca3-78b2f8bab775,EGY,Арабская Республика Египет
068eb6a7-fd1d-431c-aca3-78b2f8bab776,JEY,Джерси
068eb6a7-fd1d-431c-aca3-78b2f8bab777,GGY,Гернси
068eb6a7-fd1d-431c-aca3-78b2f8bab778,IMN,Остров Мэн
068eb6a7-fd1d-431c-aca3-78b2f8bab779,USA,Соединенные Штаты Америки
068eb6a7-fd1d-431c-aca3-78b2f8bab780,BFA,Буркина-фасо
068eb6a7-fd1d-431c-aca3-78b2f8bab781,VIR,Виргинские Острова Соединенных Штатов
068eb6a7-fd1d-431c-aca3-78b2f8bab782,UZB,Республика Узбекистан
068eb6a7-fd1d-431c-aca3-78b2f8bab783,URY,Восточная Республика Уругвай
068eb6a7-fd1d-431c-aca3-78b2f8bab784,VEN,Боливарианская Республика Венесуэла
068eb6a7-fd1d-431c-aca3-78b2f8bab785,WSM,Независимое Государство Самоа
068eb6a7-fd1d-431c-aca3-78b2f8bab786,YEM,Йеменская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab787,ZMB,Республика Замбия
068eb6a7-fd1d-431c-aca3-78b2f8bab788,ABH,Республика Абхазия
068eb6a7-fd1d-431c-aca3-78b2f8bab789,OST,Республика Южная Осетия
068eb6a7-fd1d-431c-aca3-78b2f8bab790,AFG,Переходное Исламское Государство Афганистан
068eb6a7-fd1d-431c-aca3-78b2f8bab791,ALB,Республика Албания
068eb6a7-fd1d-431c-aca3-78b2f8bab792,ATA,Антарктида
068eb6a7-fd1d-431c-aca3-78b2f8bab793,DZA,Алжирская Народная Демократическая Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab794,ASM,Американское Самоа
068eb6a7-fd1d-431c-aca3-78b2f8bab795,AND,Княжество Андорра
068eb6a7-fd1d-431c-aca3-78b2f8bab796,ATG,Антигуа И Барбуда
068eb6a7-fd1d-431c-aca3-78b2f8bab797,AGO,Республика Ангола
068eb6a7-fd1d-431c-aca3-78b2f8bab798,ARG,Аргентинская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab799,AZE,Республика Азербайджан
068eb6a7-fd1d-431c-aca3-78b2f8bab800,BHS,Содружество Багамы
068eb6a7-fd1d-431c-aca3-78b2f8bab801,BHR,Королевство Бахрейн
068eb6a7-fd1d-431c-aca3-78b2f8bab802,AUS,Австралия
068eb6a7-fd1d-431c-aca3-78b2f8bab803,BGD,Народная Республика Бангладеш
068eb6a7-fd1d-431c-aca3-78b2f8bab804,BRB,Барбадос
068eb6a7-fd1d-431c-aca3-78b2f8bab805,ARM,Республика Армения
068eb6a7-fd1d-431c-aca3-78b2f8bab806,BEL,Королевство Бельгии
068eb6a7-fd1d-431c-aca3-78b2f8bab807,BMU,Бермуды
068eb6a7-fd1d-431c-aca3-78b2f8bab808,BOL,Многонациональное Государство Боливия
068eb6a7-fd1d-431c-aca3-78b2f8bab809,BTN,Королевство Бутан
068eb6a7-fd1d-431c-aca3-78b2f8bab810,BWA,Республика Ботсвана
068eb6a7-fd1d-431c-aca3-78b2f8bab811,BIH,Босния И Герцеговина
068eb6a7-fd1d-431c-aca3-78b2f8bab812,BVT,Остров Буве
068eb6a7-fd1d-431c-aca3-78b2f8bab813,BRA,Федеративная Республика Бразилия
068eb6a7-fd1d-431c-aca3-78b2f8bab814,BLZ,Белиз
068eb6a7-fd1d-431c-aca3-78b2f8bab815,IOT,Британская Территория В Индийском Океане
068eb6a7-fd1d-431c-aca3-78b2f8bab816,SLB,Соломоновы Острова
068eb6a7-fd1d-431c-aca3-78b2f8bab817,VGB,Британские Виргинские Острова
068eb6a7-fd1d-431c-aca3-78b2f8bab818,BRN,Бруней-даруссалам
068eb6a7-fd1d-431c-aca3-78b2f8bab819,BGR,Республика Болгария
068eb6a7-fd1d-431c-aca3-78b2f8bab820,MMR,Республика Союза Мьянма
068eb6a7-fd1d-431c-aca3-78b2f8bab821,BDI,Республика Бурунди
068eb6a7-fd1d-431c-aca3-78b2f8bab822,BLR,Республика Беларусь
068eb6a7-fd1d-431c-aca3-78b2f8bab823,KHM,Королевство Камбоджа
068eb6a7-fd1d-431c-aca3-78b2f8bab824,CMR,Республика Камерун
068eb6a7-fd1d-431c-aca3-78b2f8bab825,CAN,Канада
068eb6a7-fd1d-431c-aca3-78b2f8bab826,CPV,Республика Кабо-верде
068eb6a7-fd1d-431c-aca3-78b2f8bab827,CYM,Острова Кайман
068eb6a7-fd1d-431c-aca3-78b2f8bab828,CAF,Центрально-африканская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab829,LKA,Демократическая Социалистическая Республика Шри-ланка
068eb6a7-fd1d-431c-aca3-78b2f8bab830,CHL,Республика Чили
068eb6a7-fd1d-431c-aca3-78b2f8bab831,CHN,Китайская Народная Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab832,TWN,Тайвань (китай)
068eb6a7-fd1d-431c-aca3-78b2f8bab833,CXR,Остров Рождества
068eb6a7-fd1d-431c-aca3-78b2f8bab834,CCK,Кокосовые (килинг) Острова
068eb6a7-fd1d-431c-aca3-78b2f8bab835,COL,Республика Колумбия
068eb6a7-fd1d-431c-aca3-78b2f8bab836,MYT,Майотта
068eb6a7-fd1d-431c-aca3-78b2f8bab837,COG,Республика Конго
068eb6a7-fd1d-431c-aca3-78b2f8bab838,COD,Демократическая Республика Конго
068eb6a7-fd1d-431c-aca3-78b2f8bab839,COK,Острова Кука
068eb6a7-fd1d-431c-aca3-78b2f8bab840,CRI,Республика Коста-рика
068eb6a7-fd1d-431c-aca3-78b2f8bab841,HRV,Республика Хорватия
068eb6a7-fd1d-431c-aca3-78b2f8bab842,CUB,Республика Куба
068eb6a7-fd1d-431c-aca3-78b2f8bab843,CYP,Республика Кипр
068eb6a7-fd1d-431c-aca3-78b2f8bab844,CZE,Чешская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab845,BEN,Республика Бенин
068eb6a7-fd1d-431c-aca3-78b2f8bab846,DNK,Королевство Дания
068eb6a7-fd1d-431c-aca3-78b2f8bab847,DMA,Содружество Доминики
068eb6a7-fd1d-431c-aca3-78b2f8bab848,DOM,Доминиканская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab849,ECU,Республика Эквадор
068eb6a7-fd1d-431c-aca3-78b2f8bab850,SLV,Республика Эль-сальвадор
068eb6a7-fd1d-431c-aca3-78b2f8bab851,GNQ,Республика Экваториальная Гвинея
068eb6a7-fd1d-431c-aca3-78b2f8bab852,ETH,Федеративная Демократическая Республика Эфиопия
068eb6a7-fd1d-431c-aca3-78b2f8bab853,ERI,Государство Эритрея
068eb6a7-fd1d-431c-aca3-78b2f8bab854,EST,Эстонская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab855,FRO,Фарерские Острова
068eb6a7-fd1d-431c-aca3-78b2f8bab856,FLK,Фолклендские Острова (мальвинские)
068eb6a7-fd1d-431c-aca3-78b2f8bab857,SGS,Южная Джорджия И Южные Сандвичевы Острова
068eb6a7-fd1d-431c-aca3-78b2f8bab858,FJI,Республика Фиджи
068eb6a7-fd1d-431c-aca3-78b2f8bab859,FIN,Финляндская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab860,ALA,Эландские Острова
068eb6a7-fd1d-431c-aca3-78b2f8bab861,FRA,Французская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab862,GUF,Французская Гвиана
068eb6a7-fd1d-431c-aca3-78b2f8bab863,PYF,Французская Полинезия
068eb6a7-fd1d-431c-aca3-78b2f8bab864,ATF,Французские Южные Территории
068eb6a7-fd1d-431c-aca3-78b2f8bab865,DJI,Республика Джибути
068eb6a7-fd1d-431c-aca3-78b2f8bab866,GEO,Грузия
068eb6a7-fd1d-431c-aca3-78b2f8bab867,GMB,Исламская Республика Гамбия
068eb6a7-fd1d-431c-aca3-78b2f8bab868,DEU,Федеративная Республика Германия
068eb6a7-fd1d-431c-aca3-78b2f8bab869,GHA,Республика Гана
068eb6a7-fd1d-431c-aca3-78b2f8bab870,GIB,Гибралтар
068eb6a7-fd1d-431c-aca3-78b2f8bab871,KIR,Республика Кирибати
068eb6a7-fd1d-431c-aca3-78b2f8bab872,GRC,Греческая Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab873,GRL,Гренландия
068eb6a7-fd1d-431c-aca3-78b2f8bab874,GRD,Гренада
068eb6a7-fd1d-431c-aca3-78b2f8bab875,GUM,Гуам
068eb6a7-fd1d-431c-aca3-78b2f8bab876,GTM,Республика Гватемала
068eb6a7-fd1d-431c-aca3-78b2f8bab877,GIN,Гвинейская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab878,GUY,Республика Гайана
068eb6a7-fd1d-431c-aca3-78b2f8bab879,HTI,Республика Гаити
068eb6a7-fd1d-431c-aca3-78b2f8bab880,HMD,Остров Херд И Острова Макдональд
068eb6a7-fd1d-431c-aca3-78b2f8bab881,VAT,Папский Престол (государство-город Ватикан)
068eb6a7-fd1d-431c-aca3-78b2f8bab882,HKG,Специальный Административный Регион Китая Гонконг
068eb6a7-fd1d-431c-aca3-78b2f8bab883,HUN,Венгрия
068eb6a7-fd1d-431c-aca3-78b2f8bab884,ISL,Республика Исландия
068eb6a7-fd1d-431c-aca3-78b2f8bab885,IND,Республика Индия
068eb6a7-fd1d-431c-aca3-78b2f8bab886,IDN,Республика Индонезия
068eb6a7-fd1d-431c-aca3-78b2f8bab887,IRQ,Республика Ирак
068eb6a7-fd1d-431c-aca3-78b2f8bab888,ISR,Государство Израиль
068eb6a7-fd1d-431c-aca3-78b2f8bab889,ITA,Итальянская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab890,CIV,Республика Кот Д`ивуар
068eb6a7-fd1d-431c-aca3-78b2f8bab891,JAM,Ямайка
068eb6a7-fd1d-431c-aca3-78b2f8bab892,KAZ,Республика Казахстан
068eb6a7-fd1d-431c-aca3-78b2f8bab893,JOR,Иорданское Хашимитское Королевство
068eb6a7-fd1d-431c-aca3-78b2f8bab894,PRK,Корейская Народно-демократическая Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab895,KOR,Республика Корея
068eb6a7-fd1d-431c-aca3-78b2f8bab896,KWT,Государство Кувейт
068eb6a7-fd1d-431c-aca3-78b2f8bab897,LAO,Лаосская Народно-демократическая Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab898,LBN,Ливанская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab899,LSO,Королевство Лесото
068eb6a7-fd1d-431c-aca3-78b2f8bab900,LVA,Латвийская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab901,LBR,Республика Либерия
068eb6a7-fd1d-431c-aca3-78b2f8bab902,LBY,Ливия
068eb6a7-fd1d-431c-aca3-78b2f8bab903,LIE,Княжество Лихтенштейн
068eb6a7-fd1d-431c-aca3-78b2f8bab904,LTU,Литовская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab905,LUX,Великое Герцогство Люксембург
068eb6a7-fd1d-431c-aca3-78b2f8bab906,MAC,Специальный Административный Регион Китая Макао
068eb6a7-fd1d-431c-aca3-78b2f8bab907,MDG,Республика Мадагаскар
068eb6a7-fd1d-431c-aca3-78b2f8bab908,MWI,Республика Малави
068eb6a7-fd1d-431c-aca3-78b2f8bab909,MYS,Малайзия
068eb6a7-fd1d-431c-aca3-78b2f8bab910,MDV,Мальдивская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab911,MLI,Республика Мали
068eb6a7-fd1d-431c-aca3-78b2f8bab912,MTQ,Мартиника
068eb6a7-fd1d-431c-aca3-78b2f8bab913,MRT,Исламская Республика Мавритания
068eb6a7-fd1d-431c-aca3-78b2f8bab914,MUS,Республика Маврикий
068eb6a7-fd1d-431c-aca3-78b2f8bab915,MEX,Мексиканские Соединенные Штаты
068eb6a7-fd1d-431c-aca3-78b2f8bab916,MCO,Княжество Монако
068eb6a7-fd1d-431c-aca3-78b2f8bab917,MNG,Монголия
068eb6a7-fd1d-431c-aca3-78b2f8bab918,MDA,Республика Молдова
068eb6a7-fd1d-431c-aca3-78b2f8bab919,MNE,Черногория
068eb6a7-fd1d-431c-aca3-78b2f8bab920,MSR,Монтсеррат
068eb6a7-fd1d-431c-aca3-78b2f8bab921,MAR,Королевство Марокко
068eb6a7-fd1d-431c-aca3-78b2f8bab922,OMN,Султанат Оман
068eb6a7-fd1d-431c-aca3-78b2f8bab923,NPL,Федеративная Демократическая Республика Непал
068eb6a7-fd1d-431c-aca3-78b2f8bab924,NLD,Королевство Нидерландов
068eb6a7-fd1d-431c-aca3-78b2f8bab925,CUW,Кюрасао
068eb6a7-fd1d-431c-aca3-78b2f8bab926,NAM,Республика Намибия
068eb6a7-fd1d-431c-aca3-78b2f8bab927,NRU,Республика Науру
068eb6a7-fd1d-431c-aca3-78b2f8bab928,SXM,Сен-мартен (нидерландская Часть)
068eb6a7-fd1d-431c-aca3-78b2f8bab929,BES,"Бонэйр, Синт-эстатиус И Саба"
068eb6a7-fd1d-431c-aca3-78b2f8bab930,VUT,Республика Вануату
068eb6a7-fd1d-431c-aca3-78b2f8bab931,NZL,Новая Зеландия
068eb6a7-fd1d-431c-aca3-78b2f8bab932,NIC,Республика Никарагуа
068eb6a7-fd1d-431c-aca3-78b2f8bab933,NER,Республика Нигер
068eb6a7-fd1d-431c-aca3-78b2f8bab934,NGA,Федеративная Республика Нигерия
068eb6a7-fd1d-431c-aca3-78b2f8bab935,NIU,Ниуэ
068eb6a7-fd1d-431c-aca3-78b2f8bab936,NFK,Остров Норфолк
068eb6a7-fd1d-431c-aca3-78b2f8bab937,NOR,Королевство Норвегия
068eb6a7-fd1d-431c-aca3-78b2f8bab938,MNP,Содружество Северных Марианских Островов
068eb6a7-fd1d-431c-aca3-78b2f8bab939,UMI,Малые Тихоокеанские Отдаленные Острова Соединенных Штатов
068eb6a7-fd1d-431c-aca3-78b2f8bab940,FSM,Федеративные Штаты Микронезии
068eb6a7-fd1d-431c-aca3-78b2f8bab941,MHL,Республика Маршалловы Острова
068eb6a7-fd1d-431c-aca3-78b2f8bab942,PLW,Республика Палау
068eb6a7-fd1d-431c-aca3-78b2f8bab943,PAK,Исламская Республика Пакистан
068eb6a7-fd1d-431c-aca3-78b2f8bab944,PAN,Республика Панама
068eb6a7-fd1d-431c-aca3-78b2f8bab945,PNG,Независимое Государство Папуа Новая Гвинея
068eb6a7-fd1d-431c-aca3-78b2f8bab946,PRY,Республика Парагвай
068eb6a7-fd1d-431c-aca3-78b2f8bab947,PER,Республика Перу
068eb6a7-fd1d-431c-aca3-78b2f8bab948,PHL,Республика Филиппины
068eb6a7-fd1d-431c-aca3-78b2f8bab949,PCN,Питкерн
068eb6a7-fd1d-431c-aca3-78b2f8bab950,POL,Республика Польша
068eb6a7-fd1d-431c-aca3-78b2f8bab951,PRT,Португальская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab952,GNB,Республика Гвинея-бисау
068eb6a7-fd1d-431c-aca3-78b2f8bab953,TLS,Демократическая Республика Тимор-лесте
068eb6a7-fd1d-431c-aca3-78b2f8bab954,PRI,Пуэрто-рико
068eb6a7-fd1d-431c-aca3-78b2f8bab955,QAT,Государство Катар
068eb6a7-fd1d-431c-aca3-78b2f8bab956,REU,Реюньон
068eb6a7-fd1d-431c-aca3-78b2f8bab957,ROU,Румыния
068eb6a7-fd1d-431c-aca3-78b2f8bab958,RUS,Российская Федерация
068eb6a7-fd1d-431c-aca3-78b2f8bab959,RWA,Руандийская Республика
068eb6a7-fd1d-431c-aca3-78b2f8bab960,BLM,Сен-бартелеми
068eb6a7-fd1d-431c-aca3-78b2f8bab961,SHN,"Святая Елена, Остров Вознесения, Тристан-да-кунья"
068eb6a7-fd1d-431c-aca3-78b2f8bab962,KNA,Сент-китс И Невис
068eb6a7-fd1d-431c-aca3-78b2f8bab963,AIA,Ангилья
068eb6a7-fd1d-431c-aca3-78b2f8bab964,LCA,Сент-люсия
068eb6a7-fd1d-431c-aca3-78b2f8bab965,MAF,Сен-мартен
068eb6a7-fd1d-431c-aca3-78b2f8bab966,SPM,Сент-пьер И Микелон
068eb6a7-fd1d-431c-aca3-78b2f8bab967,VCT,Сент-винсент И Гренадины
068eb6a7-fd1d-431c-aca3-78b2f8bab968,SMR,Республика Сан-марино
068eb6a7-fd1d-431c-aca3-78b2f8bab969,STP,Демократическая Республика Сан-томе И Принсипи
068eb6a7-fd1d-431c-aca3-78b2f8bab970,SAU,Королевство Саудовская Аравия
068eb6a7-fd1d-431c-aca3-78b2f8bab971,SEN,Республика Сенегал
068eb6a7-fd1d-431c-aca3-78b2f8bab972,SRB,Республика Сербия
068eb6a7-fd1d-431c-aca3-78b2f8bab973,SYC,Республика Сейшелы
068eb6a7-fd1d-431c-aca3-78b2f8bab974,SLE,Республика Сьерра-леоне
068eb6a7-fd1d-431c-aca3-78b2f8bab975,XKX,Респу́блика Косово
